skill_id,skill_name,skill_category,skill_type,reuse_level,esco_skill_id,source,description
replicate-customer-software-issues,replicate customer software issues,technical,skill/competence,sector-specific,key_13980,esco,Use specialised tools to replicate and analyse the conditions that caused the set of software states or outputs reported by the customer in order to provide adequate solutions.
report-analysis-results,report analysis results,soft,skill/competence,cross-sector,key_11965,esco,"Produce research documents or give presentations to report the results of a conducted research and analysis project, indicating the analysis procedures and methods which led to the results, as well as potential interpretations of the results."
report-test-findings,report test findings,technical,skill/competence,cross-sector,key_5989,esco,"Report test results with a focus on findings and recommendations, differentiating results by levels of severity. Include relevant information from the test plan and outline the test methodologies, using metrics, tables, and visual methods to clarify where needed."
research-new-ideas,research new ideas,soft,skill/competence,cross-sector,key_5619,esco,Thorough research for information to develop new ideas and concepts for the design of a specific production based.
research-website-users,research website users,technical,skill/competence,cross-sector,key_6425,esco,Record and analyse website traffic by distributing surveys or using e-commerce and analytics. Identify the needs and preferences of target visitors in order to apply marketing strategies to increase website traffic.
resource-description-framework-query-language,resource description framework query language,technical,knowledge,sector-specific,key_9656,esco,The query languages such as SPARQL which are used to retrieve and manipulate data stored in Resource Description Framework format (RDF).
respect-data-protection-principles,respect data protection principles,domain,skill/competence,sector-specific,key_1755,esco,Ensure that access to personal or institutional data conforms to the legal and ethical framework governing such access.
respond-to-incidents-in-cloud,respond to incidents in cloud,technical,skill/competence,sector-specific,key_4969,esco,Troubleshoot issues with the cloud and determine how to restore operations. Design and automate disaster recovery strategies and evaluate a deployment for points of failure.
review-development-process-of-an-organisation,review development process of an organisation,domain,skill/competence,sector-specific,key_12282,esco,"Judge, review and decide on directions of innovation and development processes in an organisation in order to improve efficiency and reduce costs."
rig-3d-characters,rig 3D characters,technical,skill/competence,cross-sector,key_11890,esco,"Set up a skeleton, bound to the 3D mesh, made out of bones and joints that allow the 3D character to be bent into a desired position using specialized ICT tools."
risk-management,risk management,domain,knowledge,cross-sector,key_7364,esco,"The process of identifying, assessing, and prioritising of all types of risks and where they could come from, such as natural causes, legal changes, or uncertainty in any given context, and the methods for dealing with risks effectively."
robotic-components,robotic components,technical,knowledge,cross-sector,key_7981,esco,"The components that can be found in robotic systems, such as microprocessors, electronics, sensors, circuit boards, encoders, servomotors, controllers, pneumatics or hydraulics."
robotics,robotics,technical,knowledge,cross-sector,key_13822,esco,"The branch of engineering that involves the design, operation, manufacture, and application of robots. Robotics is part of mechanical engineering, electrical engineering, and computer science and overlaps with mechatronics and automation engineering."
ruby-computer-programming,Ruby (computer programming),technical,knowledge,sector-specific,key_1940,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Ruby."
run-a-media-server,run a media server,technical,skill/competence,cross-sector,key_4409,esco,Set up and run a media server.
saas-service-oriented-modelling,SaaS (service-oriented modelling),technical,knowledge,sector-specific,key_14173,esco,"The SaaS model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture."
safeguard-online-privacy-and-identity,safeguard online privacy and identity,technical,skill/competence,cross-sector,key_10245,esco,"Apply methods and procedures to secure private information in digital spaces by limiting the sharing of personal data where possible, through use of passwords and settings on social networks, mobile device apps, cloud storage and other places, while ensuring other people's privacy; protect oneself from online fraud and threats and cyberbullying."
safety-engineering,safety engineering,domain,knowledge,cross-sector,key_12257,esco,"The engineering discipline used to ensure that systems, machines and equipment work according to the set safety standards and laws, such as environmental law."
sakai,Sakai,technical,knowledge,sector-specific,key_10495,esco,"The computer program Sakai is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the software company Apereo."
salt-tools-for-software-configuration-management,Salt (tools for software configuration management),technical,knowledge,sector-specific,key_12077,esco,"The tool Salt is a software program to perform configuration identification, control, status accounting and audit."
samurai-web-testing-framework,Samurai Web Testing Framework,technical,knowledge,sector-specific,key_11385,esco,The linux environment Samurai Web Testing Framework is a specialised penetration testing tool which tests security weaknesses of websites for potentially unauthorised access.
sap-data-services,SAP Data Services,technical,knowledge,sector-specific,key_14753,esco,"The computer program SAP Data Services is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAP."
sap-r3,SAP R3,technical,knowledge,sector-specific,key_11415,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAP R3."
sas-data-management,SAS Data Management,technical,knowledge,sector-specific,key_13674,esco,"The computer program SAS Data Management is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAS."
sas-language,SAS language,technical,knowledge,sector-specific,key_1491,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAS language."
sass,Sass,technical,knowledge,sector-specific,key_2170,esco,"The computer language Sass is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
scala,Scala,technical,knowledge,sector-specific,key_15146,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Scala."
schoology,Schoology,technical,knowledge,sector-specific,key_5208,esco,"The computer program Schoology is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
scratch-computer-programming,Scratch (computer programming),technical,knowledge,sector-specific,key_12830,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Scratch."
search-databases,search databases,technical,skill/competence,cross-sector,key_10072,esco,Search for information or people using databases.
secure-sensitive-customer-s-information,secure sensitive customer's information,technical,skill/competence,sector-specific,key_14279,esco,Select and apply security measures and regulations related to sensitive customer information with the aim of protecting their privacy.
seek-innovation-in-current-practices,seek innovation in current practices,soft,skill/competence,cross-sector,key_14781,esco,"Search for improvements and present innovative solutions, creativity and alternative thinking to develop new technologies, methods or ideas for and answers to work-related problems."
select-illustration-styles,select illustration styles,technical,skill/competence,sector-specific,key_10179,esco,"Select the appropriate style, medium, and techniques of illustration in line with the needs of the project and client's requests."
sensors,sensors,technical,knowledge,cross-sector,key_7455,esco,"Sensors are transducers that can detect or sense characteristics in their environment. They detect changes in the apparatus or environment and provide a corresponding optical or electrical signal. Sensors are commonly divided in six classes: mechanical, electronic, thermal, magnetic, electrochemical, and optical sensors."
service-oriented-modelling,service-oriented modelling,technical,knowledge,sector-specific,key_8460,esco,"The principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture and application architecture."
set-quality-assurance-objectives,set quality assurance objectives,technical,skill/competence,cross-sector,key_3135,esco,"Define quality assurance targets and procedures and see to their maintenance and continued improvement by reviewing targets, protocols, supplies, processes, equipment and technologies for quality standards."
set-up-animation-elements,set up animation elements,technical,skill/competence,sector-specific,key_8685,esco,"Test and set up characters, props or environments to ensure they appear correctly from all required camera positions and angles."
shiva-digital-game-creation-systems,Shiva (digital game creation systems),technical,knowledge,sector-specific,key_2796,esco,"The cross-platform game engine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
signal-processing,signal processing,technical,knowledge,sector-specific,key_12519,esco,"The algorithms, applications and implementations that deal with the processing and transferring of information through analog or digital frequencies."
simulate-mechatronic-design-concepts,simulate mechatronic design concepts,technical,skill/competence,sector-specific,key_9684,esco,Simulate mechatronic design concepts through creating mechanical models and performing tolerance analysis.
sketchbook-pro,SketchBook Pro,technical,knowledge,sector-specific,key_8551,esco,The computer program SketchBook Pro is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Autodesk.
smalltalk-computer-programming,Smalltalk (computer programming),technical,knowledge,sector-specific,key_4909,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Smalltalk."
smart-contract,smart contract,technical,knowledge,sector-specific,key_6920,esco,A software program in which the terms of a contract or transaction are directly coded. Smart contracts are executed automatically upon fulfilment of the terms and therefore require no third party to oversee and register the contract or transaction.
social-media-marketing-techniques,social media marketing techniques,domain,knowledge,cross-sector,key_5664,esco,The marketing methods and strategies used to increase attention and website traffic through social media channels.
software-anomalies,software anomalies,technical,knowledge,sector-specific,key_4951,esco,"The deviations of what is standard and exceptional events during software system performance, identification of incidents that can alter the flow and the process of system execution."
software-architecture-models,software architecture models,technical,knowledge,sector-specific,key_3217,esco,"The set of structures and models needed to understand or describe the software system, including the software elements, the relations between them and the properties of both elements and relations."
software-components-libraries,software components libraries,technical,knowledge,sector-specific,key_5191,esco,"The software packages, modules, web services and resources that cover a set of related functions and the databases where these reusable components can be found."
software-components-suppliers,software components suppliers,domain,knowledge,sector-specific,key_13729,esco,The suppliers who can deliver the required software components.
software-design-methodologies,software design methodologies,technical,knowledge,sector-specific,key_9148,esco,"The methodologies such as Scrum, V-model and Waterfall to design software systems and applications."
software-frameworks,software frameworks,technical,knowledge,sector-specific,key_3244,esco,The software development environments or tools used to improve the efficiency of new software development by providing specific features that support and guide the development.
software-interaction-design,software interaction design,technical,knowledge,sector-specific,key_13288,esco,The methodologies for designing interaction between users and a software product or service to satisfy the needs and preferences of most of the people who will interface with the product and to simplify the communication between product and user such as Goal-oriented design.
software-metrics,software metrics,technical,knowledge,sector-specific,key_14883,esco,The metrics that measure a characteristic of the software system in order to determine the development of the software and evaluate it.
software-ui-design-patterns,software UI design patterns,technical,knowledge,sector-specific,key_2125,esco,The reusable solutions and formalised best practices to solve common user interface tasks in software development and design.
solder-electronics,solder electronics,technical,skill/competence,cross-sector,key_3376,esco,"Operate and use soldering tools and soldering iron, which supply high temperatures to melt the solder and to join electronic components."
solidity,Solidity,technical,knowledge,sector-specific,key_6549,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Solidity."
solution-deployment,solution deployment,technical,knowledge,sector-specific,key_2855,esco,"The technologies and standards to be used during the installation, deployment and maintenance of software characteristics."
solve-ict-system-problems,solve ICT system problems,technical,skill/competence,cross-sector,key_9916,esco,"Identify potential component malfunctions. Monitor, document and communicate about incidents. Deploy appropriate resources with minimal outage and deploy appropriate diagnostic tools."
solve-location-and-navigation-problems-by-using-gps-tools,solve location and navigation problems by using GPS tools,technical,skill/competence,sector-specific,key_7363,esco,"Use applications and devices which provide users with accurate assessment of their location using system of satellites, such as navigation systems."
solve-technical-problems,solve technical problems,technical,skill/competence,cross-sector,key_2354,esco,"Identify technical problems when operating devices and using digital environments, and solve them (from trouble-shooting to solving more complex problems)."
source-digital-game-creation-systems,Source (digital game creation systems),technical,knowledge,sector-specific,key_12161,esco,"The game engine Source which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
sparql,SPARQL,technical,knowledge,sector-specific,key_6401,esco,The computer language SPARQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organisation World Wide Web Consortium.
speak-different-languages,speak different languages,soft,skill/competence,cross-sector,key_3800,esco,Master foreign languages to be able to communicate in one or more foreign languages.
specify-digital-game-scenes,specify digital game scenes,technical,skill/competence,occupation-specific,key_10498,esco,"Describe scenes of digital games by communicating and cooperating with artistic crew, designers and artists in order to define the scope of the game's virtual environments."
spelling,spelling,soft,knowledge,cross-sector,key_11552,esco,The rules concerning the way words are spelled.
spiral-development,Spiral development,technical,knowledge,sector-specific,key_5189,esco,The spiral development model is a methodology to design software systems and applications.
sql,SQL,technical,knowledge,sector-specific,key_6161,esco,The computer language SQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the American National Standards Institute and the International Organization for Standardization.
sql-server,SQL Server,technical,knowledge,sector-specific,key_11671,esco,"The computer program SQL Server is a tool for creating, updating and managing databases, developed by the software company Microsoft."
sql-server-integration-services,SQL Server Integration Services,technical,knowledge,sector-specific,key_7389,esco,"The computer program SQL Server Integration Services is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Microsoft."
staf,STAF,technical,knowledge,sector-specific,key_7076,esco,"The tool STAF is a software program to perform configuration identification, control, status accounting and audit."
statistical-analysis-system-software,statistical analysis system software,technical,knowledge,cross-sector,key_10706,esco,"Specific software system (SAS) used for advanced analytics, business intelligence, data management, and predictive analytics."
statistical-process-control,statistical process control,technical,knowledge,cross-sector,key_1920,esco,Method of quality control that uses statistics to monitor processes.
statistics,statistics,technical,knowledge,cross-sector,key_8223,esco,"The study of statistical theory, methods and practices such as collection, organisation, analysis, interpretation and presentation of data. It deals with all aspects of data including the planning of data collection in terms of the design of surveys and experiments in order to forecast and plan work-related activities."
store-digital-data-and-systems,store digital data and systems,technical,skill/competence,cross-sector,key_6602,esco,"Use software tools to archive data by copying and backing them up, in order to ensure their integrity and to prevent data loss."
structure-information,structure information,technical,skill/competence,cross-sector,key_12372,esco,Organise information using systematic methods such as mental models and according to given standards in order to facilitate user information processing and understanding with respect to the specific requirements and characteristics of the output media.
study-website-behaviour-patterns,study website behaviour patterns,technical,skill/competence,cross-sector,key_7410,esco,"Research, analyse and optimise business results and user experience online through the use of tracking website metric tools."
style-sheet-languages,style sheet languages,technical,knowledge,cross-sector,key_11798,esco,"The field of computer language that conveys the presentation of structured documents such as Cascading Style Sheets (CSS). These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
supervise-daily-information-operations,supervise daily information operations,soft,skill/competence,cross-sector,key_9155,esco,Direct daily operations of different units. Coordinate program/project activities to assure the respect of costs and time.
supervise-staff,supervise staff,soft,skill/competence,cross-sector,key_9490,esco,"Oversee the selection, training, performance and motivation of staff."
supervise-work,supervise work,soft,skill/competence,cross-sector,key_10941,esco,Direct and supervise the day-to-day activities of subordinate personnel.
supplier-management,supplier management,domain,knowledge,sector-specific,key_15050,esco,"The methods and techniques to ensure that external services and configuration items, which are necessary for the service delivery, are available as requested and as agreed at the service level."
supply-chain-management,supply chain management,domain,knowledge,cross-sector,key_14768,esco,"The flow of goods in the supply chain, movement and storage of raw materials, work-in-process inventory, and finished goods from point of origin to point of consumption."
support-a-designer-in-the-developing-process,support a designer in the developing process,soft,skill/competence,sector-specific,key_8868,esco,Support designers in the course of the developing process.
support-ict-system-users,support ICT system users,technical,skill/competence,sector-specific,key_13136,esco,"Communicate with end users, instruct them on how to progress with tasks, use ICT support tools and methods to solve problems and identify possible side effects and provide solutions."
swift-computer-programming,Swift (computer programming),technical,knowledge,sector-specific,key_11570,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Swift."
synchronise-sound-with-images,synchronise sound with images,technical,skill/competence,sector-specific,key_8323,esco,Synchronise recorded sound with footage.
synfig,Synfig,technical,knowledge,sector-specific,key_10879,esco,The computer program Synfig is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by Robert Quattlebaum.
synthesise-information,synthesise information,soft,skill/competence,cross-sector,key_14653,esco,"Critically read, interpret, and summarize new and complex information from diverse sources."
system-backup-best-practice,system backup best practice,technical,knowledge,cross-sector,key_5168,esco,The procedures related to preparing for recovery or continuation of technology infrastructure vital to an organisation.
systems-development-life-cycle,systems development life-cycle,technical,knowledge,cross-sector,key_1781,esco,"The sequence of steps, such as planning, creating, testing and deploying and the models for the development and life-cycle management of a system."
systems-theory,systems theory,domain,knowledge,sector-specific,key_12433,esco,"The principles that can be applied to all types of systems at all hierarchical levels, which describe the system's internal organisation, its mechanisms of maintaining identity and stability and achieving adaptation and self-regulation and its dependencies and interaction with the environment."
systems-thinking,systems thinking,soft,knowledge,occupation-specific,key_2100,esco,"The integrated approach to understanding how various constituents of a system interrelate, interact and influence one another within a whole logistic system."
taleo,Taleo,technical,knowledge,sector-specific,key_12999,esco,"The computer program Taleo is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
task-algorithmisation,task algorithmisation,technical,knowledge,cross-sector,key_7658,esco,The techniques to convert unstructured descriptions of a process into step-by-step sequence of actions of a finite number of steps.
teach-computer-science,teach computer science,technical,skill/competence,sector-specific,key_11254,esco,"Instruct students in the theory and practice of computer science, more specifically in the development of software systems, programming languages, artificial intelligence, and software security."
teach-digital-literacy,teach digital literacy,technical,skill/competence,cross-sector,key_12168,esco,"Instruct students in the theory and practice of (basic) digital and computer competency, such as typing efficiently, working with basic online technologies, and checking email. This also includes coaching students in the proper use of computer hardware equipment and software programmes."
teamwork-principles,teamwork principles,soft,knowledge,cross-sector,key_10308,esco,"The cooperation between people characterised by a unified commitment to achieving a given goal, participating equally, maintaining open communication, facilitating effective usage of ideas etc."
technical-drawings,technical drawings,technical,knowledge,cross-sector,key_6182,esco,"Drawing software and the various symbols, perspectives, units of measurement, notation systems, visual styles and page layouts used in technical drawings."
telecommunication-industry,telecommunication industry,domain,knowledge,cross-sector,key_6577,esco,"The major players on the telecommunications market such as organisations manufacturing and distributing telephone terminal equipment, mobile devices, accessibility, and network security."
telecommunication-trunking,telecommunication trunking,technical,knowledge,sector-specific,key_5571,esco,The method of providing network access to many clients while keeping smaller number of connection components by grouping and sharing connection circuits and frequencies.
teradata-database,Teradata Database,technical,knowledge,sector-specific,key_13074,esco,"The computer program Teradata Database is a tool for creating, updating and managing databases, developed by the software company Teradata Corporation."
test-hardware,test hardware,technical,skill/competence,cross-sector,key_5797,esco,"Test computer hardware systems and components using appropriate equipment and testing methods, such as the system test (ST), the ongoing reliability test (ORT), and the in-circuit test (ICT). Monitor and evaluate system performance and take action if needed."
test-ict-queries,test ICT queries,technical,skill/competence,occupation-specific,key_13538,esco,Assess that developed queries return and execute correct actions and data.
test-mechatronic-units,test mechatronic units,technical,skill/competence,sector-specific,key_7215,esco,Test mechatronic units using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
test-microelectronics,test microelectronics,technical,skill/competence,sector-specific,key_7924,esco,Test microelectronics using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
test-power-electronics,test power electronics,technical,skill/competence,occupation-specific,key_4178,esco,"Test power electronics using appropriate equipment. Gather and analyse data on systems and components, such as analogue and digital circuit tolerance, power losses and overall efficiency as electricity works its way through circuits. Monitor and evaluate system performance and take action if needed."
test-printed-circuit-boards,test printed circuit boards,technical,skill/competence,sector-specific,key_12641,esco,"Test the printed circuit board with special testing adapters to ensure optimal efficiency, functionality, and that everything works according to design. Adapt the testing devices to the type of circuit board."
test-system-accessibility-for-users-with-special-needs,test system accessibility for users with special needs,technical,skill/competence,sector-specific,key_11564,esco,Examine whether software interface complies with standards and regulations so that the system can be used by people with special needs.
test-wireless-devices,test wireless devices,technical,skill/competence,occupation-specific,key_6678,esco,"Analyse and test wireless devices and digital platforms that use power management integrated circuits (PMIC), radio frequency integrated circuits (RFIC) or wireless chipsets."
thc-hydra,THC Hydra,technical,knowledge,sector-specific,key_14414,esco,The package THC Hydra is a parallelized login cracker which tests security weaknesses of the systems' protocols for potentially unauthorised access to system information. The main features include network logon cracker and passwords reading and printing.
think-abstractly,think abstractly,soft,skill/competence,cross-sector,key_9719,esco,"Demonstrate the ability to use concepts in order to make and understand generalisations, and relate or connect them to other items, events, or experiences."
tolerate-stress,tolerate stress,soft,skill/competence,sector-specific,key_12604,esco,Maintain a temperate mental state and effective performance under pressure or adverse circumstances.
tools-for-ict-test-automation,tools for ICT test automation,technical,knowledge,sector-specific,key_7709,esco,"The specialised software to execute or control tests and compare predicted testing outputs with actual testing results such as Selenium, QTP and LoadRunner"
tools-for-software-configuration-management,tools for software configuration management,technical,knowledge,sector-specific,key_9878,esco,"The software programs to perform configuration identification, control, status accounting and audit, such as CVS, ClearCase, Subversion, GIT and TortoiseSVN perform this management."
track-key-performance-indicators,track key performance indicators,domain,skill/competence,cross-sector,key_9022,esco,"Identify the quantifiable measures that a company or industry uses to gauge or compare performance in terms of meeting their operational and strategic goals, using preset performance indicators."
train-employees,train employees,soft,skill/competence,cross-sector,key_13655,esco,Lead and guide employees through a process in which they are taught the necessary skills for the perspective job. Organise activities aimed at introducing the work and systems or improving the performance of individuals and groups in organisational settings.
training-subject-expertise,training  subject expertise,soft,knowledge,cross-sector,key_5592,esco,"The topic, content and methods of the training, acquired by doing research and following training courses."
translate-artistic-concepts-to-technical-designs,translate artistic concepts to technical designs,technical,skill/competence,cross-sector,key_8768,esco,Cooperate with the artistic team in order to facilitate the transition from the creative vision and its artistic concepts to a technical design.
translate-requirement-concepts-into-content,translate requirement concepts into content,technical,skill/competence,sector-specific,key_1999,esco,Develop digital content by following given requirements and guidelines.
translate-requirements-into-visual-design,translate requirements into visual design,technical,skill/competence,cross-sector,key_3767,esco,"Develop visual design from given specifications and requirements, based on the analysis of the scope and target audience. Create a visual representation of ideas such as logos, website graphics, digital games and layouts."
transmission-technology,transmission technology,technical,knowledge,cross-sector,key_7523,esco,"Technologies that allow the transmission of analogue or digital information signals over a point-to-point or a point-to-multipoint through the use of communication channels or transmission media, such as optical fibre, copper wire, or wireless communication channels. The information or data are usually transmitted as an electromagnetic signal, such as radio waves or microwaves."
trigonometry,trigonometry,technical,knowledge,sector-specific,key_8837,esco,The subdiscipline of mathematics which explores relationships among angles and lengths of triangles.
triplestore,TripleStore,technical,knowledge,sector-specific,key_5538,esco,The RDF store or TripleStore is a database used for storage and retrieval of Resource Description Framework triples (subject-predicate-object data entities) which can be accessed by semantic queries.
troubleshoot,troubleshoot,soft,skill/competence,cross-sector,key_4094,esco,"Identify operating problems, decide what to do about it and report accordingly."
troubleshoot-website,troubleshoot website,technical,skill/competence,occupation-specific,key_13493,esco,"Detect the flaws and malfunctions of a website. Apply troubleshooting techniques on content, structure, interface and interactions in order to find the causes and solve the malfunctions."
types-of-audiovisual-formats,types of audiovisual formats,technical,knowledge,cross-sector,key_11554,esco,"Various audio and video formats, including digital."
types-of-electronics,types of electronics,technical,knowledge,cross-sector,key_5787,esco,"The different categories of electronics, such as consumer electronics, medical devices, microelectronics, computers, information and communication equipment, and measuring equipment."
typescript,TypeScript,technical,knowledge,sector-specific,key_8619,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in TypeScript."
typography,typography,technical,knowledge,cross-sector,key_1655,esco,The procedure of arranging written texts for printing processes.
understand-artistic-concepts,understand artistic concepts,soft,skill/competence,sector-specific,key_2455,esco,"Interpret an artist's explanation or demonstration of their artistic concepts, inceptions and processes and strive to share their vision."
unified-modelling-language,unified modelling language,technical,knowledge,sector-specific,key_7506,esco,The general-purpose modelling language used in software development to offer a standard visualisation of system designs.
unity-digital-game-creation-systems,Unity (digital game creation systems),technical,knowledge,sector-specific,key_12625,esco,"The game engine Unity which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
unreal-engine,Unreal Engine,technical,knowledge,sector-specific,key_10857,esco,"The game engine Unreal Engine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
unstructured-data,unstructured data,technical,knowledge,sector-specific,key_11999,esco,The information that is not arranged in a pre-defined manner or does not have a pre-defined data model and is difficult to understand and find patterns in without using techniques such as data mining.
update-budget,update budget,domain,skill/competence,sector-specific,key_5447,esco,Make sure that a given budget remains up to date using most recent and most accurate information. Anticipate possible variations and ensure that the set budgetary goals can be reached within the given context.
upgrade-firmware,upgrade firmware,technical,skill/competence,cross-sector,key_5589,esco,"Update basic or integrated software included in devices, network components and embedded systems."
usability-engineering,usability engineering,technical,knowledge,sector-specific,key_9484,esco,The methods of assessing usability and deriving structured recommendations from the results of an usability test with respect to user needs and behaviours in order to achieve efficient and elegant user interface design.
use-access-control-software,use access control software,technical,skill/competence,sector-specific,key_6400,esco,"Utilise software to define the roles and manage user authentication, privileges and access rights to ICT systems, data and services."
use-an-application-specific-interface,use an application-specific interface,technical,skill/competence,sector-specific,key_1492,esco,Understand and use interfaces particular to an application or use case.
use-audio-reproduction-software,use audio reproduction software,technical,skill/competence,sector-specific,key_11481,esco,"Operate software and equipment that transform and reproduce digital, analogue sounds and sound waves into the desired perceivable audio to be streamed."
use-automatic-programming,use automatic programming,technical,skill/competence,sector-specific,key_8120,esco,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality."
use-back-up-and-recovery-tools,use back-up and recovery tools,technical,skill/competence,cross-sector,key_8448,esco,"Use tools which allow users to copy and archive computer software, configurations and data and recover them in case of loss."
use-cad-software,use CAD software,technical,skill/competence,cross-sector,key_11003,esco,"Use computer-aided design (CAD) systems to assist in the creation, modification, analysis, or optimisation of a design."
use-cam-software,use CAM software,technical,skill/competence,cross-sector,key_7976,esco,"Use computer-aided manufacturing (CAM) programmes to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces."
use-computer-aided-engineering-systems,use computer-aided engineering systems,technical,skill/competence,cross-sector,key_4561,esco,Use computer-aided engineering software to conduct stress analyses on engineering designs.
use-concurrent-programming,use concurrent programming,technical,skill/competence,sector-specific,key_3297,esco,"Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together."
use-consulting-techniques,use consulting techniques,soft,skill/competence,cross-sector,key_4825,esco,Advise clients in different personal or professional matters.
use-content-management-system-software,use content management system software,technical,skill/competence,cross-sector,key_6008,esco,"Use software that allows publishing, editing and modifying content as well as maintenance from a central interface."
use-creative-suite-software,use creative suite software,technical,skill/competence,occupation-specific,key_2754,esco,Use a creative software suite such as ''Adobe'' to aid in graphic designing.
use-customer-relationship-management-software,use customer relationship management software,technical,skill/competence,cross-sector,key_9621,esco,"Use specialised software to manage company’s interactions with current and future customers. Organise, automate and synchronise sales, marketing, customer service, and technical support, to increase targeted sales."
use-data-processing-techniques,use data processing techniques,technical,skill/competence,cross-sector,key_2732,esco,"Gather, process and analyse relevant data and information, properly store and update data and represent figures and data using charts and statistical diagrams."
use-databases,use databases,technical,skill/competence,cross-sector,key_4990,esco,"Use software tools for managing and organising data in a structured environment which consists of attributes, tables and relationships in order to query and modify the stored data."
use-different-communication-channels,use different communication channels,soft,skill/competence,cross-sector,key_4832,esco,"Make use of various types of communication channels such as verbal, handwritten, digital and telephonic communication with the purpose of constructing and sharing ideas or information."
use-digital-illustration-techniques,use digital illustration techniques,technical,skill/competence,sector-specific,key_9149,esco,Create drawings using digital illustration programmes and techniques.
use-e-procurement,use e-procurement ,domain,skill/competence,sector-specific,key_11439,esco,"Use digital procurement technologies and e-procurement applications and tools in order to reduce administrative burden, improve efficiency, and strengthen transparency and accountability of procurement procedures."
use-experience-map,use experience map,technical,skill/competence,sector-specific,key_1607,esco,"Examine all the interactions and touchpoints people have with a product, brand or service. Determine key variables such as duration and frequency of every touchpoint."
use-functional-programming,use functional programming,technical,skill/competence,sector-specific,key_12705,esco,"Utilise specialised ICT tools to create computer code which treats computation as the evaluation of mathematical functions and seeks to avoid state and mutable data. Use programming languages which support this method such as LISP, PROLOG and Haskell."
use-ict-ticketing-system,use ICT ticketing system,technical,skill/competence,cross-sector,key_6763,esco,"Utilise a specialised system to track registration, processing and resolution of issues in an organisation by assigning each of these issues a ticket, registering inputs from involved persons, tracking changes and displaying the status of the ticket, until it is completed."
use-interface-description-language,use interface description language,technical,skill/competence,occupation-specific,key_1794,esco,Utilise specification language for describing interface connection among software components or programs in a programming-language-independent way. The languages which support this method are among others CORBA and WSDL.
use-it-tools,use IT tools,technical,skill/competence,cross-sector,key_14605,esco,"Application of computers, computer networks and other information technologies and equipment to storing, retrieving, transmitting and manipulating data, in the context of a business or enterprise."
use-logic-programming,use logic programming,technical,skill/competence,sector-specific,key_3714,esco,"Utilise specialised ICT tools to create computer code composed of series of sentences in logical form, expressing rules and facts about some problem domain. Use programming languages which support this method such as Prolog, Answer Set Programming and Datalog."
use-markup-languages,use markup languages,technical,skill/competence,sector-specific,key_1829,esco,"Utilise computer languages that are syntactically distinguishable from the text, to add annotations to a document, specify layout and process types of documents such as HTML."
